id_produto,nome_produto,categoria,preco_unitario
108,Produto 108,Eletrônicos,263.06
109,Produto 109,Alimentos,386.28
110,Produto 110,Roupas,272.63
111,Produto 111,Eletrônicos,355.11
112,Produto 112,Eletrônicos,222.94
113,Produto 113,Brinquedos,302.4
114,Produto 114,Eletrônicos,73.71
115,Produto 115,Alimentos,153.81
116,Produto 116,Alimentos,110.81
117,Produto 117,Roupas,397.45
118,Produto 118,Brinquedos,358.93
119,Produto 119,Brinquedos,455.97
120,Produto 120,Livros,195.66
121,Produto 121,Alimentos,335.29
122,Produto 122,Brinquedos,165.63
123,Produto 123,Livros,15.14
124,Produto 124,Brinquedos,455.12
125,Produto 125,Eletrônicos,138.13
126,Produto 126,Alimentos,165.89
127,Produto 127,Roupas,35.75
128,Produto 128,Eletrônicos,112.37
129,Produto 129,Roupas,176.15
130,Produto 130,Eletrônicos,378.43
131,Produto 131,Roupas,229.63
132,Produto 132,Brinquedos,42.66
133,Produto 133,Livros,210.38
134,Produto 134,Brinquedos,347.78
135,Produto 135,Livros,201.41
136,Produto 136,Livros,21.15
137,Produto 137,Eletrônicos,138.7
138,Produto 138,Livros,253.29
139,Produto 139,Livros,136.74
140,Produto 140,Eletrônicos,89.19
141,Produto 141,Eletrônicos,393.34
142,Produto 142,Alimentos,435.72
143,Produto 143,Livros,229.57
144,Produto 144,Brinquedos,177.34
145,Produto 145,Roupas,381.8
146,Produto 146,Brinquedos,188.35
147,Produto 147,Livros,356.74
148,Produto 148,Eletrônicos,30.82
149,Produto 149,Alimentos,368.3
150,Produto 150,Alimentos,344.76
151,Produto 151,Brinquedos,76.78
152,Produto 152,Roupas,51.51
153,Produto 153,Livros,80.4
154,Produto 154,Livros,316.97
155,Produto 155,Livros,79.95
156,Produto 156,Roupas,487.15
157,Produto 157,Alimentos,453.32
158,Produto 158,Livros,119.01
159,Produto 159,Livros,401.33
160,Produto 160,Brinquedos,118.54
161,Produto 161,Alimentos,480.63
162,Produto 162,Livros,137.49
163,Produto 163,Eletrônicos,385.54
164,Produto 164,Eletrônicos,199.27
165,Produto 165,Livros,270.8
166,Produto 166,Alimentos,116.09
167,Produto 167,Roupas,185.15
168,Produto 168,Brinquedos,194.49
169,Produto 169,Alimentos,38.78
170,Produto 170,Brinquedos,416.6
171,Produto 171,Eletrônicos,342.13
172,Produto 172,Roupas,498.15
173,Produto 173,Eletrônicos,474.13
174,Produto 174,Livros,125.61
175,Produto 175,Roupas,37.58
176,Produto 176,Eletrônicos,299.24
177,Produto 177,Roupas,203.01
178,Produto 178,Brinquedos,60.94
179,Produto 179,Brinquedos,309.08
180,Produto 180,Livros,140.69
181,Produto 181,Livros,36.48
182,Produto 182,Roupas,402.4
183,Produto 183,Roupas,165.51
184,Produto 184,Eletrônicos,253.64
185,Produto 185,Roupas,283.48
186,Produto 186,Alimentos,245.75
187,Produto 187,Alimentos,466.22
188,Produto 188,Roupas,240.43
189,Produto 189,Roupas,34.1
190,Produto 190,Alimentos,172.72
191,Produto 191,Brinquedos,367.42
192,Produto 192,Roupas,270.44
193,Produto 193,Livros,335.14
194,Produto 194,Eletrônicos,66.16
195,Produto 195,Roupas,463.69
196,Produto 196,Eletrônicos,410.95
197,Produto 197,Roupas,180.4
198,Produto 198,Roupas,332.02
199,Produto 199,Alimentos,213.35
200,Produto 200,Eletrônicos,145.14
201,Produto 201,Livros,474.8
202,Produto 202,Livros,463.67
203,Produto 203,Alimentos,433.8
204,Produto 204,Livros,223.01
205,Produto 205,Roupas,286.53
206,Produto 206,Livros,126.32
207,Produto 207,Roupas,56.3
208,Produto 208,Eletrônicos,404.52
209,Produto 209,Eletrônicos,425.26
210,Produto 210,Roupas,18.55
211,Produto 211,Alimentos,394.5
212,Produto 212,Alimentos,303.06
213,Produto 213,Roupas,473.0
214,Produto 214,Brinquedos,116.48
215,Produto 215,Brinquedos,428.03
216,Produto 216,Brinquedos,223.4
217,Produto 217,Brinquedos,160.58
218,Produto 218,Alimentos,201.65
219,Produto 219,Alimentos,70.29
220,Produto 220,Livros,165.18
221,Produto 221,Livros,249.36
222,Produto 222,Alimentos,159.8
223,Produto 223,Roupas,415.94
224,Produto 224,Livros,289.69
225,Produto 225,Brinquedos,391.99
226,Produto 226,Roupas,36.73
227,Produto 227,Brinquedos,30.21
228,Produto 228,Livros,344.47
229,Produto 229,Brinquedos,45.79
230,Produto 230,Roupas,183.43
231,Produto 231,Roupas,71.23
232,Produto 232,Eletrônicos,453.78
233,Produto 233,Roupas,490.0
234,Produto 234,Roupas,229.19
235,Produto 235,Roupas,379.61
236,Produto 236,Brinquedos,24.89
237,Produto 237,Livros,270.47
238,Produto 238,Livros,424.21
239,Produto 239,Alimentos,146.03
240,Produto 240,Alimentos,74.75
241,Produto 241,Livros,311.34
242,Produto 242,Livros,370.46
243,Produto 243,Roupas,248.88
244,Produto 244,Eletrônicos,182.08
245,Produto 245,Roupas,441.29
246,Produto 246,Roupas,119.21
247,Produto 247,Alimentos,332.45
248,Produto 248,Livros,133.57
249,Produto 249,Livros,239.07
250,Produto 250,Alimentos,103.44
251,Produto 251,Livros,13.09
252,Produto 252,Eletrônicos,428.1
253,Produto 253,Brinquedos,22.13
254,Produto 254,Brinquedos,238.65
255,Produto 255,Roupas,441.12
256,Produto 256,Livros,364.48
257,Produto 257,Livros,207.17
258,Produto 258,Eletrônicos,47.0
259,Produto 259,Roupas,83.1
260,Produto 260,Roupas,241.61
261,Produto 261,Livros,472.77
262,Produto 262,Livros,241.85
263,Produto 263,Alimentos,248.82
264,Produto 264,Alimentos,204.62
265,Produto 265,Livros,449.79
266,Produto 266,Alimentos,449.35
267,Produto 267,Roupas,443.39
268,Produto 268,Roupas,210.53
269,Produto 269,Alimentos,352.27
270,Produto 270,Roupas,388.73
271,Produto 271,Brinquedos,273.48
272,Produto 272,Livros,163.17
273,Produto 273,Brinquedos,296.73
274,Produto 274,Livros,454.37
275,Produto 275,Brinquedos,169.8
276,Produto 276,Livros,431.48
277,Produto 277,Alimentos,225.17
278,Produto 278,Eletrônicos,406.07
279,Produto 279,Alimentos,89.12
280,Produto 280,Livros,153.83
281,Produto 281,Livros,159.03
282,Produto 282,Eletrônicos,429.47
283,Produto 283,Brinquedos,276.93
284,Produto 284,Roupas,154.71
285,Produto 285,Livros,203.53
286,Produto 286,Brinquedos,48.7
287,Produto 287,Eletrônicos,139.91
288,Produto 288,Brinquedos,283.27
289,Produto 289,Roupas,426.68
290,Produto 290,Roupas,201.96
291,Produto 291,Alimentos,366.28
292,Produto 292,Alimentos,452.85
293,Produto 293,Alimentos,65.03
294,Produto 294,Alimentos,86.64
295,Produto 295,Roupas,135.22
296,Produto 296,Livros,161.03
297,Produto 297,Alimentos,334.69
298,Produto 298,Alimentos,101.51
299,Produto 299,Brinquedos,230.98
300,Produto 300,Alimentos,85.3
301,Produto 301,Brinquedos,105.16
302,Produto 302,Brinquedos,163.64
303,Produto 303,Alimentos,300.96
304,Produto 304,Roupas,295.03
305,Produto 305,Brinquedos,343.58
306,Produto 306,Alimentos,346.85
307,Produto 307,Alimentos,346.69
308,Produto 308,Livros,375.15
309,Produto 309,Livros,440.45
310,Produto 310,Brinquedos,416.66
311,Produto 311,Livros,142.22
312,Produto 312,Livros,73.28
313,Produto 313,Alimentos,43.29
314,Produto 314,Brinquedos,117.08
315,Produto 315,Livros,154.8
316,Produto 316,Alimentos,316.59
317,Produto 317,Brinquedos,211.71
318,Produto 318,Brinquedos,171.64
319,Produto 319,Roupas,290.64
320,Produto 320,Livros,29.77
321,Produto 321,Brinquedos,425.7
322,Produto 322,Eletrônicos,352.42
323,Produto 323,Eletrônicos,338.12
324,Produto 324,Livros,429.58
325,Produto 325,Eletrônicos,185.98
326,Produto 326,Alimentos,294.78
327,Produto 327,Roupas,407.07
328,Produto 328,Brinquedos,494.59
329,Produto 329,Brinquedos,273.57
330,Produto 330,Eletrônicos,350.72
331,Produto 331,Roupas,382.56
332,Produto 332,Alimentos,173.16
333,Produto 333,Eletrônicos,361.92
334,Produto 334,Alimentos,113.27
335,Produto 335,Eletrônicos,448.42
336,Produto 336,Livros,318.92
337,Produto 337,Brinquedos,37.12
338,Produto 338,Livros,330.32
339,Produto 339,Livros,121.27
340,Produto 340,Eletrônicos,323.71
341,Produto 341,Livros,282.26
342,Produto 342,Eletrônicos,453.15
343,Produto 343,Eletrônicos,85.43
344,Produto 344,Brinquedos,222.89
345,Produto 345,Alimentos,245.33
346,Produto 346,Roupas,264.32
347,Produto 347,Livros,413.78
348,Produto 348,Brinquedos,14.61
349,Produto 349,Brinquedos,240.94
350,Produto 350,Brinquedos,295.55
351,Produto 351,Livros,104.88
352,Produto 352,Roupas,369.04
353,Produto 353,Roupas,122.31
354,Produto 354,Eletrônicos,466.81
355,Produto 355,Alimentos,219.4
356,Produto 356,Eletrônicos,224.72
357,Produto 357,Eletrônicos,403.66
358,Produto 358,Brinquedos,85.33
359,Produto 359,Livros,351.28
360,Produto 360,Alimentos,177.88
361,Produto 361,Brinquedos,31.97
362,Produto 362,Livros,466.79
363,Produto 363,Alimentos,309.94
364,Produto 364,Livros,364.09
365,Produto 365,Eletrônicos,327.36
366,Produto 366,Roupas,484.84
367,Produto 367,Roupas,24.67
368,Produto 368,Alimentos,426.75
369,Produto 369,Roupas,128.36
370,Produto 370,Livros,406.25
371,Produto 371,Livros,105.1
372,Produto 372,Eletrônicos,412.14
373,Produto 373,Brinquedos,185.6
374,Produto 374,Livros,81.13
375,Produto 375,Roupas,357.87
376,Produto 376,Eletrônicos,120.2
377,Produto 377,Livros,494.96
378,Produto 378,Livros,336.52
379,Produto 379,Livros,64.28
380,Produto 380,Brinquedos,218.14
381,Produto 381,Livros,426.55
382,Produto 382,Eletrônicos,276.06
383,Produto 383,Roupas,247.97
384,Produto 384,Livros,432.27
385,Produto 385,Roupas,439.59
386,Produto 386,Roupas,460.88
387,Produto 387,Alimentos,314.42
388,Produto 388,Livros,274.2
389,Produto 389,Brinquedos,439.82
390,Produto 390,Eletrônicos,120.93
391,Produto 391,Livros,352.78
392,Produto 392,Alimentos,226.56
393,Produto 393,Alimentos,223.17
394,Produto 394,Roupas,23.37
395,Produto 395,Brinquedos,460.96
396,Produto 396,Brinquedos,26.96
397,Produto 397,Brinquedos,146.22
398,Produto 398,Roupas,178.32
399,Produto 399,Brinquedos,64.48
400,Produto 400,Alimentos,386.2
401,Produto 401,Livros,52.93
402,Produto 402,Roupas,70.81
403,Produto 403,Eletrônicos,375.57
404,Produto 404,Eletrônicos,10.36
405,Produto 405,Eletrônicos,192.99
406,Produto 406,Eletrônicos,87.2
407,Produto 407,Livros,119.13
408,Produto 408,Roupas,166.71
409,Produto 409,Eletrônicos,302.44
410,Produto 410,Livros,126.44
411,Produto 411,Alimentos,255.24
412,Produto 412,Eletrônicos,294.67
413,Produto 413,Eletrônicos,238.82
414,Produto 414,Brinquedos,222.91
415,Produto 415,Eletrônicos,495.51
416,Produto 416,Livros,294.48
417,Produto 417,Brinquedos,327.18
418,Produto 418,Roupas,139.9
419,Produto 419,Brinquedos,142.55
420,Produto 420,Alimentos,233.75
421,Produto 421,Brinquedos,424.11
422,Produto 422,Brinquedos,163.03
423,Produto 423,Brinquedos,419.5
424,Produto 424,Roupas,372.83
425,Produto 425,Eletrônicos,421.33
426,Produto 426,Roupas,328.89
427,Produto 427,Roupas,481.23
428,Produto 428,Alimentos,79.14
429,Produto 429,Livros,234.07
430,Produto 430,Eletrônicos,439.2
431,Produto 431,Livros,383.36
432,Produto 432,Brinquedos,352.34
433,Produto 433,Roupas,470.71
434,Produto 434,Brinquedos,281.69
435,Produto 435,Roupas,312.14
436,Produto 436,Brinquedos,166.14
437,Produto 437,Brinquedos,95.24
438,Produto 438,Roupas,450.46
439,Produto 439,Eletrônicos,419.22
440,Produto 440,Alimentos,24.35
441,Produto 441,Brinquedos,462.88
442,Produto 442,Brinquedos,244.68
443,Produto 443,Brinquedos,38.61
444,Produto 444,Brinquedos,161.73
445,Produto 445,Alimentos,228.44
446,Produto 446,Brinquedos,393.9
447,Produto 447,Alimentos,216.62
448,Produto 448,Alimentos,106.91
449,Produto 449,Brinquedos,412.99
450,Produto 450,Brinquedos,462.64
451,Produto 451,Roupas,483.66
452,Produto 452,Alimentos,301.22
453,Produto 453,Alimentos,194.41
454,Produto 454,Alimentos,325.57
455,Produto 455,Livros,319.47
456,Produto 456,Alimentos,427.91
457,Produto 457,Eletrônicos,156.22
458,Produto 458,Alimentos,16.16
459,Produto 459,Roupas,95.34
460,Produto 460,Alimentos,476.54
461,Produto 461,Livros,239.75
462,Produto 462,Roupas,478.27
463,Produto 463,Livros,419.97
464,Produto 464,Livros,219.83
465,Produto 465,Eletrônicos,375.61
466,Produto 466,Roupas,487.83
467,Produto 467,Livros,104.58
468,Produto 468,Roupas,22.43
469,Produto 469,Roupas,127.53
470,Produto 470,Roupas,96.85
471,Produto 471,Alimentos,51.71
472,Produto 472,Roupas,101.18
473,Produto 473,Eletrônicos,93.15
474,Produto 474,Livros,180.09
475,Produto 475,Eletrônicos,154.61
476,Produto 476,Eletrônicos,443.57
477,Produto 477,Livros,55.03
478,Produto 478,Eletrônicos,182.19
479,Produto 479,Eletrônicos,356.79
480,Produto 480,Eletrônicos,486.37
481,Produto 481,Livros,367.15
482,Produto 482,Alimentos,26.21
483,Produto 483,Roupas,140.53
484,Produto 484,Livros,493.99
485,Produto 485,Alimentos,434.22
486,Produto 486,Livros,497.23
487,Produto 487,Livros,170.05
488,Produto 488,Alimentos,103.66
489,Produto 489,Livros,418.46
490,Produto 490,Alimentos,315.87
491,Produto 491,Eletrônicos,481.57
492,Produto 492,Eletrônicos,341.76
493,Produto 493,Roupas,382.98
494,Produto 494,Eletrônicos,473.17
495,Produto 495,Roupas,19.99
496,Produto 496,Alimentos,467.86
497,Produto 497,Roupas,61.3
498,Produto 498,Livros,495.31
499,Produto 499,Eletrônicos,258.86
500,Produto 500,Brinquedos,94.2
501,Produto 501,Livros,33.1
502,Produto 502,Roupas,319.41
503,Produto 503,Brinquedos,327.2
504,Produto 504,Brinquedos,52.51
505,Produto 505,Roupas,391.29
506,Produto 506,Eletrônicos,101.05
507,Produto 507,Roupas,444.67
508,Produto 508,Brinquedos,95.66
509,Produto 509,Brinquedos,123.06
510,Produto 510,Brinquedos,458.54
511,Produto 511,Livros,298.88
512,Produto 512,Roupas,277.02
513,Produto 513,Livros,234.27
514,Produto 514,Eletrônicos,233.99
515,Produto 515,Roupas,144.04
516,Produto 516,Alimentos,254.9
517,Produto 517,Roupas,210.09
518,Produto 518,Brinquedos,43.76
519,Produto 519,Livros,433.95
520,Produto 520,Roupas,85.53
521,Produto 521,Eletrônicos,401.87
522,Produto 522,Eletrônicos,414.93
523,Produto 523,Eletrônicos,240.17
524,Produto 524,Roupas,206.06
525,Produto 525,Roupas,86.76
526,Produto 526,Eletrônicos,358.69
527,Produto 527,Alimentos,453.21
528,Produto 528,Roupas,325.93
529,Produto 529,Eletrônicos,423.31
530,Produto 530,Livros,361.53
531,Produto 531,Alimentos,128.25
532,Produto 532,Livros,317.13
533,Produto 533,Livros,288.58
534,Produto 534,Brinquedos,177.29
535,Produto 535,Roupas,240.43
536,Produto 536,Roupas,207.41
537,Produto 537,Brinquedos,448.64
538,Produto 538,Eletrônicos,44.77
539,Produto 539,Eletrônicos,120.43
540,Produto 540,Eletrônicos,76.51
541,Produto 541,Livros,31.19
542,Produto 542,Livros,366.74
543,Produto 543,Eletrônicos,435.93
544,Produto 544,Alimentos,125.15
545,Produto 545,Roupas,225.21
546,Produto 546,Eletrônicos,403.59
547,Produto 547,Eletrônicos,434.46
548,Produto 548,Brinquedos,38.49
549,Produto 549,Brinquedos,486.62
550,Produto 550,Brinquedos,119.25
551,Produto 551,Eletrônicos,21.34
552,Produto 552,Roupas,463.51
553,Produto 553,Eletrônicos,120.28
554,Produto 554,Roupas,296.09
555,Produto 555,Alimentos,277.92
556,Produto 556,Alimentos,154.87
557,Produto 557,Alimentos,391.53
558,Produto 558,Alimentos,171.66
559,Produto 559,Roupas,448.56
560,Produto 560,Brinquedos,58.01
561,Produto 561,Eletrônicos,327.16
562,Produto 562,Livros,94.89
563,Produto 563,Brinquedos,281.75
564,Produto 564,Livros,458.9
565,Produto 565,Roupas,152.79
566,Produto 566,Brinquedos,73.55
567,Produto 567,Brinquedos,235.12
568,Produto 568,Alimentos,211.47
569,Produto 569,Livros,312.48
570,Produto 570,Brinquedos,264.34
571,Produto 571,Livros,199.87
572,Produto 572,Roupas,208.63
573,Produto 573,Brinquedos,412.46
574,Produto 574,Brinquedos,245.18
575,Produto 575,Roupas,290.39
576,Produto 576,Brinquedos,159.12
577,Produto 577,Roupas,389.87
578,Produto 578,Roupas,126.35
579,Produto 579,Livros,428.93
580,Produto 580,Livros,460.34
581,Produto 581,Roupas,421.75
582,Produto 582,Livros,165.83
583,Produto 583,Livros,29.17
584,Produto 584,Alimentos,448.22
585,Produto 585,Alimentos,102.4
586,Produto 586,Roupas,432.18
587,Produto 587,Livros,379.5
588,Produto 588,Brinquedos,318.08
589,Produto 589,Alimentos,253.1
590,Produto 590,Livros,483.16
591,Produto 591,Alimentos,383.79
592,Produto 592,Roupas,463.32
593,Produto 593,Livros,221.19
594,Produto 594,Brinquedos,57.78
595,Produto 595,Alimentos,166.18
596,Produto 596,Livros,74.23
597,Produto 597,Eletrônicos,30.83
598,Produto 598,Roupas,147.72
599,Produto 599,Roupas,63.81
600,Produto 600,Brinquedos,19.12
601,Produto 601,Brinquedos,65.28
602,Produto 602,Brinquedos,142.44
603,Produto 603,Eletrônicos,139.53
604,Produto 604,Livros,412.53
605,Produto 605,Alimentos,263.21
606,Produto 606,Brinquedos,145.98
607,Produto 607,Livros,397.0
608,Produto 608,Roupas,414.38
609,Produto 609,Roupas,114.72
610,Produto 610,Brinquedos,87.61
611,Produto 611,Brinquedos,296.01
612,Produto 612,Brinquedos,62.18
613,Produto 613,Alimentos,422.23
614,Produto 614,Eletrônicos,166.67
615,Produto 615,Brinquedos,242.35
616,Produto 616,Eletrônicos,381.4
617,Produto 617,Brinquedos,22.21
618,Produto 618,Roupas,433.94
619,Produto 619,Brinquedos,136.73
620,Produto 620,Brinquedos,440.63
621,Produto 621,Livros,291.31
622,Produto 622,Brinquedos,140.55
623,Produto 623,Alimentos,133.5
624,Produto 624,Alimentos,108.37
625,Produto 625,Roupas,310.28
626,Produto 626,Livros,312.81
627,Produto 627,Roupas,72.59
628,Produto 628,Roupas,148.02
629,Produto 629,Alimentos,113.67
630,Produto 630,Roupas,80.25
631,Produto 631,Alimentos,32.4
632,Produto 632,Livros,139.13
633,Produto 633,Eletrônicos,238.71
634,Produto 634,Roupas,378.26
635,Produto 635,Livros,344.63
636,Produto 636,Alimentos,171.2
637,Produto 637,Livros,329.09
638,Produto 638,Eletrônicos,60.93
639,Produto 639,Eletrônicos,48.02
640,Produto 640,Brinquedos,124.04
641,Produto 641,Brinquedos,244.86
642,Produto 642,Alimentos,159.17
643,Produto 643,Livros,301.31
644,Produto 644,Livros,419.3
645,Produto 645,Livros,389.05
646,Produto 646,Brinquedos,130.16
647,Produto 647,Roupas,329.92
648,Produto 648,Brinquedos,158.16
649,Produto 649,Livros,466.33
650,Produto 650,Brinquedos,299.1
651,Produto 651,Alimentos,356.92
652,Produto 652,Roupas,181.42
653,Produto 653,Alimentos,402.65
654,Produto 654,Eletrônicos,28.65
655,Produto 655,Eletrônicos,250.08
656,Produto 656,Brinquedos,362.9
657,Produto 657,Brinquedos,486.77
658,Produto 658,Alimentos,275.96
659,Produto 659,Livros,291.62
660,Produto 660,Livros,286.39
661,Produto 661,Brinquedos,63.35
662,Produto 662,Alimentos,217.79
663,Produto 663,Roupas,198.33
664,Produto 664,Roupas,424.64
665,Produto 665,Eletrônicos,86.78
666,Produto 666,Alimentos,84.38
667,Produto 667,Eletrônicos,477.96
668,Produto 668,Livros,286.6
669,Produto 669,Livros,252.94
670,Produto 670,Roupas,84.31
671,Produto 671,Livros,47.95
672,Produto 672,Roupas,203.79
673,Produto 673,Alimentos,352.54
674,Produto 674,Eletrônicos,350.22
675,Produto 675,Livros,325.0
676,Produto 676,Eletrônicos,203.52
677,Produto 677,Eletrônicos,71.62
678,Produto 678,Alimentos,164.62
679,Produto 679,Eletrônicos,486.73
680,Produto 680,Livros,87.35
681,Produto 681,Livros,66.67
682,Produto 682,Roupas,241.53
683,Produto 683,Alimentos,413.05
684,Produto 684,Alimentos,227.01
685,Produto 685,Brinquedos,285.09
686,Produto 686,Eletrônicos,327.87
687,Produto 687,Livros,41.16
688,Produto 688,Eletrônicos,427.63
689,Produto 689,Eletrônicos,232.8
690,Produto 690,Brinquedos,143.52
691,Produto 691,Alimentos,318.83
692,Produto 692,Roupas,311.29
693,Produto 693,Livros,31.05
694,Produto 694,Livros,406.9
695,Produto 695,Roupas,134.04
696,Produto 696,Eletrônicos,245.49
697,Produto 697,Eletrônicos,239.35
698,Produto 698,Eletrônicos,281.95
699,Produto 699,Brinquedos,34.71
700,Produto 700,Brinquedos,311.14
701,Produto 701,Eletrônicos,352.37
702,Produto 702,Eletrônicos,227.41
703,Produto 703,Brinquedos,26.7
704,Produto 704,Livros,134.75
705,Produto 705,Roupas,357.28
706,Produto 706,Livros,215.46
707,Produto 707,Roupas,457.23
708,Produto 708,Roupas,69.94
709,Produto 709,Eletrônicos,54.54
710,Produto 710,Alimentos,79.45
711,Produto 711,Livros,463.72
712,Produto 712,Roupas,31.16
713,Produto 713,Alimentos,205.31
714,Produto 714,Brinquedos,387.04
715,Produto 715,Livros,322.53
716,Produto 716,Alimentos,412.23
717,Produto 717,Livros,462.33
718,Produto 718,Roupas,462.68
719,Produto 719,Livros,199.37
720,Produto 720,Livros,354.66
721,Produto 721,Alimentos,144.93
722,Produto 722,Livros,305.21
723,Produto 723,Brinquedos,243.65
724,Produto 724,Brinquedos,259.15
725,Produto 725,Alimentos,366.22
726,Produto 726,Roupas,21.9
727,Produto 727,Brinquedos,397.07
728,Produto 728,Livros,93.29
729,Produto 729,Eletrônicos,340.27
730,Produto 730,Roupas,24.78
731,Produto 731,Alimentos,218.55
732,Produto 732,Eletrônicos,374.81
733,Produto 733,Brinquedos,155.01
734,Produto 734,Brinquedos,61.33
735,Produto 735,Eletrônicos,365.7
736,Produto 736,Alimentos,20.53
737,Produto 737,Eletrônicos,300.08
738,Produto 738,Eletrônicos,484.46
739,Produto 739,Brinquedos,87.81
740,Produto 740,Eletrônicos,227.61
741,Produto 741,Eletrônicos,301.33
742,Produto 742,Roupas,20.17
743,Produto 743,Roupas,20.33
744,Produto 744,Alimentos,278.17
745,Produto 745,Brinquedos,10.61
746,Produto 746,Alimentos,123.95
747,Produto 747,Brinquedos,90.51
748,Produto 748,Roupas,306.36
749,Produto 749,Alimentos,348.9
750,Produto 750,Eletrônicos,445.22
751,Produto 751,Roupas,257.4
752,Produto 752,Roupas,424.51
753,Produto 753,Roupas,186.88
754,Produto 754,Brinquedos,158.4
755,Produto 755,Eletrônicos,27.09
756,Produto 756,Livros,50.32
757,Produto 757,Brinquedos,301.08
758,Produto 758,Livros,269.99
759,Produto 759,Livros,145.78
760,Produto 760,Eletrônicos,155.77
761,Produto 761,Eletrônicos,315.4
762,Produto 762,Roupas,440.35
763,Produto 763,Brinquedos,138.83
764,Produto 764,Brinquedos,149.28
765,Produto 765,Eletrônicos,130.61
766,Produto 766,Brinquedos,402.97
767,Produto 767,Alimentos,219.97
768,Produto 768,Alimentos,234.38
769,Produto 769,Eletrônicos,458.43
770,Produto 770,Brinquedos,372.48
771,Produto 771,Eletrônicos,105.24
772,Produto 772,Roupas,252.63
773,Produto 773,Roupas,288.58
774,Produto 774,Roupas,59.16
775,Produto 775,Roupas,395.91
776,Produto 776,Livros,20.9
777,Produto 777,Brinquedos,452.06
778,Produto 778,Brinquedos,488.39
779,Produto 779,Alimentos,467.72
