data,produto,categoria,quantidade,preco_unitario,loja
2024-03-16,Produto 764,Alimentos,3,547.78,Loja C
2024-04-14,Produto 605,Livros,8,4791.27,Loja D
2023-08-30,Produto 364,Alimentos,2,4441.72,Loja A
2024-01-31,Produto 117,Roupas,4,3608.45,Loja B
2023-05-21,Produto 861,Roupas,6,958.37,Loja B
2023-06-13,Produto 270,Alimentos,3,3251.98,Loja C
2023-04-14,Produto 556,Brinquedos,7,3184.6,Loja E
2023-11-03,Produto 412,Eletrônicos,4,2414.98,Loja C
2023-09-05,Produto 788,Brinquedos,10,2866.97,Loja B
2023-07-08,Produto 524,Alimentos,8,4065.87,Loja E
2023-10-25,Produto 86,Brinquedos,9,4422.88,Loja A
2023-12-21,Produto 944,Livros,10,1863.31,Loja A
2023-05-04,Produto 103,Roupas,6,2692.63,Loja C
2023-06-05,Produto 395,Alimentos,6,4557.28,Loja D
2023-10-13,Produto 673,Roupas,2,2601.62,Loja E
2023-09-28,Produto 286,Alimentos,9,3825.97,Loja B
2023-07-01,Produto 586,Roupas,5,4470.62,Loja B
2023-09-06,Produto 672,Livros,9,1895.01,Loja C
2023-08-10,Produto 76,Alimentos,1,4519.65,Loja C
2023-10-24,Produto 539,Livros,8,3707.07,Loja B
2024-03-22,Produto 224,Roupas,3,4999.14,Loja D
2023-06-24,Produto 895,Alimentos,4,2882.48,Loja A
2024-06-04,Produto 423,Eletrônicos,2,1244.42,Loja D
2024-01-07,Produto 187,Eletrônicos,5,4934.74,Loja B
2023-05-06,Produto 465,Eletrônicos,2,2420.22,Loja D
2023-04-06,Produto 0,Brinquedos,10,203.56,Loja C
2024-04-17,Produto 16,Brinquedos,1,3650.39,Loja E
2023-10-23,Produto 6,Alimentos,10,130.41,Loja C
2023-02-20,Produto 765,Brinquedos,10,2339.15,Loja C
2024-06-22,Produto 231,Roupas,1,1710.71,Loja E
2024-01-31,Produto 231,Brinquedos,2,1642.8,Loja A
2024-03-29,Produto 755,Alimentos,7,4374.09,Loja C
2023-11-20,Produto 84,Roupas,5,4534.65,Loja E
2023-06-09,Produto 289,Brinquedos,8,141.46,Loja D
2023-05-06,Produto 915,Livros,3,1392.18,Loja D
2023-02-12,Produto 991,Roupas,3,355.71,Loja C
2023-10-31,Produto 967,Brinquedos,8,707.75,Loja D
2024-03-20,Produto 259,Eletrônicos,4,4676.01,Loja C
2023-02-26,Produto 686,Livros,8,3670.35,Loja E
2023-02-18,Produto 102,Roupas,4,1963.62,Loja A
2023-06-15,Produto 860,Alimentos,5,410.33,Loja A
2024-01-20,Produto 897,Alimentos,7,985.22,Loja C
2023-12-20,Produto 861,Livros,8,4937.51,Loja D
2023-04-25,Produto 307,Brinquedos,1,714.55,Loja C
2023-10-16,Produto 523,Eletrônicos,2,1482.04,Loja D
2023-10-06,Produto 795,Brinquedos,3,1480.74,Loja A
2024-04-27,Produto 192,Brinquedos,7,1161.67,Loja A
2023-07-03,Produto 336,Livros,9,3801.26,Loja D
2024-05-03,Produto 338,Roupas,8,4875.76,Loja E
2024-02-14,Produto 322,Roupas,7,2997.05,Loja A
2023-11-30,Produto 637,Roupas,8,3614.6,Loja D
2023-06-18,Produto 945,Eletrônicos,7,3201.55,Loja C
2024-06-04,Produto 63,Alimentos,3,1820.38,Loja D
2024-02-27,Produto 673,Alimentos,4,4822.7,Loja E
2023-12-06,Produto 974,Roupas,3,3529.08,Loja A
2023-01-26,Produto 634,Roupas,1,4831.34,Loja A
2023-03-05,Produto 719,Roupas,10,290.58,Loja B
2024-03-23,Produto 210,Brinquedos,7,4731.24,Loja C
2023-12-15,Produto 513,Brinquedos,8,2123.21,Loja D
2023-07-12,Produto 26,Livros,3,644.18,Loja B
2023-04-09,Produto 107,Eletrônicos,3,2411.96,Loja D
2023-10-25,Produto 369,Alimentos,1,4360.35,Loja B
2024-06-24,Produto 323,Alimentos,7,902.32,Loja D
2023-09-23,Produto 748,Brinquedos,4,4320.47,Loja C
2023-11-24,Produto 859,Alimentos,9,918.35,Loja D
2023-10-10,Produto 325,Roupas,10,1612.92,Loja B
2024-02-18,Produto 43,Livros,4,4660.35,Loja A
2023-04-06,Produto 889,Alimentos,1,775.67,Loja D
2023-10-05,Produto 170,Livros,4,2036.2,Loja B
2024-06-17,Produto 357,Brinquedos,9,1617.16,Loja B
2023-04-02,Produto 93,Alimentos,7,2436.75,Loja C
2024-05-16,Produto 740,Roupas,1,2553.29,Loja A
2023-01-13,Produto 528,Roupas,7,4557.07,Loja C
2024-06-07,Produto 276,Livros,3,3007.81,Loja A
2024-05-06,Produto 819,Alimentos,5,1532.09,Loja E
2023-11-03,Produto 206,Alimentos,10,4202.63,Loja E
2023-01-31,Produto 873,Roupas,10,3323.71,Loja A
2024-03-30,Produto 903,Brinquedos,6,3436.29,Loja E
2024-01-23,Produto 201,Alimentos,2,4906.15,Loja B
2024-05-15,Produto 192,Brinquedos,5,1416.78,Loja C
2023-10-21,Produto 128,Roupas,2,3089.5,Loja E
2023-04-21,Produto 482,Alimentos,8,3830.4,Loja D
2023-01-05,Produto 362,Eletrônicos,6,4565.76,Loja D
2023-03-18,Produto 281,Alimentos,4,3607.12,Loja A
2024-02-02,Produto 294,Roupas,1,4134.81,Loja B
2023-10-11,Produto 719,Brinquedos,6,4968.45,Loja B
2024-04-24,Produto 112,Alimentos,2,4104.98,Loja B
2023-05-18,Produto 728,Roupas,2,1269.45,Loja D
2023-09-18,Produto 699,Roupas,8,45.05,Loja E
2023-01-20,Produto 212,Alimentos,3,939.7,Loja B
2024-01-09,Produto 226,Alimentos,4,1860.06,Loja B
2024-05-16,Produto 707,Brinquedos,8,1554.08,Loja A
2023-10-17,Produto 962,Livros,5,3697.02,Loja B
2023-12-24,Produto 689,Livros,1,505.36,Loja B
2023-11-05,Produto 795,Brinquedos,5,822.78,Loja A
2023-05-31,Produto 710,Livros,2,935.26,Loja A
2023-10-20,Produto 994,Roupas,5,387.82,Loja B
2023-01-12,Produto 601,Livros,2,701.42,Loja E
2023-12-11,Produto 252,Alimentos,4,1620.31,Loja E
2023-12-06,Produto 546,Eletrônicos,6,77.64,Loja D
2023-03-29,Produto 374,Brinquedos,7,1452.09,Loja B
2024-02-25,Produto 589,Eletrônicos,1,3796.8,Loja D
2023-11-08,Produto 687,Livros,2,965.12,Loja A
2024-03-11,Produto 25,Alimentos,9,1768.54,Loja A
2023-06-05,Produto 347,Alimentos,8,4733.38,Loja E
2023-08-08,Produto 800,Brinquedos,4,323.77,Loja D
2024-02-28,Produto 152,Roupas,1,2601.93,Loja E
2024-04-03,Produto 788,Livros,5,4996.95,Loja C
2023-06-24,Produto 32,Livros,3,3209.71,Loja C
2023-02-18,Produto 519,Roupas,10,2488.81,Loja B
2023-01-10,Produto 278,Roupas,6,1766.13,Loja A
2024-03-27,Produto 240,Brinquedos,8,608.22,Loja A
2024-03-28,Produto 95,Roupas,3,2862.45,Loja A
2023-10-18,Produto 896,Roupas,10,649.05,Loja C
2023-09-11,Produto 777,Alimentos,10,2356.44,Loja D
2024-01-03,Produto 992,Livros,8,4834.29,Loja A
2024-03-09,Produto 746,Brinquedos,3,1203.61,Loja D
2024-05-07,Produto 53,Alimentos,7,4460.87,Loja E
2023-05-14,Produto 471,Roupas,7,3827.66,Loja B
2023-06-30,Produto 166,Brinquedos,9,2672.96,Loja D
2024-06-09,Produto 545,Livros,10,3861.26,Loja C
2023-04-17,Produto 916,Roupas,8,2214.92,Loja A
2024-02-27,Produto 147,Alimentos,7,4638.7,Loja E
2023-11-25,Produto 194,Alimentos,3,1194.74,Loja B
2023-03-03,Produto 504,Livros,4,2487.95,Loja B
2023-12-20,Produto 865,Eletrônicos,4,3785.33,Loja E
2023-08-10,Produto 248,Roupas,2,1234.25,Loja E
2024-05-15,Produto 82,Brinquedos,4,718.99,Loja B
2024-02-13,Produto 458,Brinquedos,4,468.91,Loja C
2023-04-01,Produto 663,Alimentos,6,3346.31,Loja D
2023-01-02,Produto 969,Roupas,3,295.07,Loja C
2023-04-27,Produto 74,Roupas,6,2027.8,Loja D
2023-08-02,Produto 731,Roupas,4,999.69,Loja A
2024-05-23,Produto 917,Roupas,10,2028.52,Loja B
2023-04-29,Produto 850,Eletrônicos,1,3424.78,Loja E
2023-05-27,Produto 312,Roupas,8,2132.61,Loja C
2023-09-27,Produto 7,Eletrônicos,3,2106.09,Loja A
2024-01-14,Produto 657,Alimentos,1,3615.74,Loja E
2023-07-06,Produto 575,Alimentos,3,1565.36,Loja A
2023-05-19,Produto 719,Brinquedos,3,2804.61,Loja D
2024-05-17,Produto 911,Roupas,10,231.69,Loja D
2024-02-12,Produto 896,Eletrônicos,6,2853.38,Loja E
2023-05-23,Produto 96,Livros,4,2713.45,Loja B
2024-06-17,Produto 228,Eletrônicos,7,4404.02,Loja D
2023-08-22,Produto 953,Livros,2,4794.71,Loja E
2024-02-12,Produto 749,Roupas,2,4237.66,Loja E
2023-03-25,Produto 729,Eletrônicos,10,1830.51,Loja B
2023-10-07,Produto 266,Livros,4,1817.77,Loja A
2023-10-01,Produto 622,Livros,2,2222.6,Loja C
2023-05-13,Produto 341,Livros,7,718.61,Loja B
2024-03-11,Produto 568,Eletrônicos,9,2620.09,Loja C
2023-03-17,Produto 835,Eletrônicos,9,2400.45,Loja A
2023-10-03,Produto 286,Alimentos,9,4551.04,Loja C
2023-06-03,Produto 350,Livros,9,138.95,Loja C
2023-05-27,Produto 36,Alimentos,8,3942.6,Loja B
2023-11-05,Produto 638,Brinquedos,3,710.68,Loja A
2023-10-26,Produto 665,Roupas,7,1774.82,Loja E
2024-03-21,Produto 421,Alimentos,2,226.11,Loja B
2023-04-07,Produto 583,Roupas,2,2427.25,Loja B
2024-03-04,Produto 902,Livros,10,1892.12,Loja C
2023-09-14,Produto 324,Eletrônicos,6,2852.75,Loja E
2023-12-11,Produto 590,Livros,2,1904.14,Loja D
2023-08-30,Produto 588,Eletrônicos,6,2433.4,Loja E
2024-04-10,Produto 277,Eletrônicos,2,998.6,Loja B
2024-01-29,Produto 872,Livros,9,48.6,Loja D
2024-05-11,Produto 982,Roupas,2,1878.36,Loja D
2023-04-16,Produto 200,Brinquedos,2,3083.86,Loja E
2023-02-05,Produto 714,Eletrônicos,2,1821.32,Loja B
2023-06-27,Produto 860,Brinquedos,3,634.02,Loja C
2023-05-06,Produto 946,Roupas,4,3760.2,Loja B
2024-01-05,Produto 90,Alimentos,9,45.57,Loja C
2024-03-16,Produto 366,Eletrônicos,1,1435.65,Loja A
2024-06-05,Produto 156,Livros,2,2400.69,Loja B
2023-03-05,Produto 504,Eletrônicos,1,441.63,Loja C
2023-05-11,Produto 645,Eletrônicos,8,3921.23,Loja A
2023-04-23,Produto 335,Brinquedos,8,3318.33,Loja C
2024-02-20,Produto 213,Eletrônicos,8,4448.78,Loja C
2023-01-23,Produto 618,Eletrônicos,8,4849.47,Loja A
2023-06-09,Produto 835,Alimentos,7,846.16,Loja D
2023-03-31,Produto 899,Brinquedos,10,11.41,Loja D
2023-07-03,Produto 781,Livros,10,4441.62,Loja D
2024-02-03,Produto 445,Roupas,6,1144.1,Loja D
2024-05-15,Produto 111,Brinquedos,6,4022.03,Loja C
2023-02-17,Produto 22,Brinquedos,7,1797.35,Loja E
2023-02-16,Produto 566,Roupas,8,4172.92,Loja B
2023-10-15,Produto 711,Roupas,6,490.72,Loja D
2023-06-08,Produto 754,Roupas,3,2606.34,Loja B
2023-03-29,Produto 959,Roupas,10,3252.11,Loja A
2023-02-18,Produto 943,Brinquedos,8,4259.46,Loja A
2023-12-27,Produto 28,Brinquedos,8,2790.83,Loja A
2023-05-15,Produto 858,Livros,5,62.6,Loja C
2023-01-11,Produto 245,Roupas,5,3986.04,Loja A
2023-09-02,Produto 531,Alimentos,6,62.66,Loja D
2024-05-05,Produto 352,Eletrônicos,2,361.34,Loja E
2023-05-06,Produto 757,Eletrônicos,6,973.7,Loja D
2023-07-26,Produto 729,Eletrônicos,7,3660.69,Loja B
2023-08-17,Produto 693,Alimentos,9,1333.16,Loja B
2024-05-30,Produto 749,Livros,2,3443.8,Loja E
2023-05-19,Produto 724,Brinquedos,6,3563.12,Loja D
2024-06-12,Produto 139,Brinquedos,4,3092.49,Loja A
2023-07-04,Produto 651,Brinquedos,8,1271.47,Loja C
2023-04-15,Produto 882,Livros,8,1257.97,Loja C
2024-05-28,Produto 147,Roupas,4,1094.82,Loja C
2023-02-24,Produto 864,Alimentos,5,2508.6,Loja E
2023-12-20,Produto 761,Alimentos,10,3037.75,Loja D
2023-05-17,Produto 153,Livros,7,4987.67,Loja C
2024-06-17,Produto 74,Roupas,2,4871.8,Loja A
2023-09-14,Produto 573,Alimentos,3,2880.09,Loja A
2023-02-07,Produto 980,Livros,6,2998.9,Loja C
2023-05-09,Produto 851,Eletrônicos,3,1097.37,Loja A
2023-10-03,Produto 309,Livros,1,398.82,Loja E
2023-07-11,Produto 305,Eletrônicos,6,3375.68,Loja C
2023-06-21,Produto 739,Roupas,9,103.81,Loja C
2024-01-18,Produto 517,Eletrônicos,4,495.93,Loja C
2024-05-01,Produto 979,Roupas,1,578.67,Loja C
2023-01-09,Produto 723,Alimentos,1,2087.08,Loja E
2023-12-02,Produto 818,Roupas,7,2268.92,Loja E
2023-01-09,Produto 556,Alimentos,3,799.6,Loja E
2023-06-29,Produto 434,Roupas,5,2171.67,Loja E
2023-06-22,Produto 385,Eletrônicos,7,2572.14,Loja A
2023-11-02,Produto 887,Eletrônicos,10,2092.96,Loja A
2023-02-27,Produto 749,Alimentos,1,4168.74,Loja D
2024-05-07,Produto 964,Brinquedos,9,4270.36,Loja A
2023-01-11,Produto 962,Alimentos,8,3931.18,Loja B
2023-09-23,Produto 958,Alimentos,8,1697.36,Loja B
2024-03-06,Produto 735,Alimentos,10,3222.12,Loja E
2024-04-12,Produto 866,Roupas,1,2337.3,Loja D
2024-02-23,Produto 614,Livros,1,3522.62,Loja C
2023-09-20,Produto 677,Eletrônicos,6,79.43,Loja D
2023-11-20,Produto 283,Alimentos,6,3934.84,Loja E
2023-01-07,Produto 954,Roupas,7,1365.5,Loja E
2023-09-02,Produto 720,Eletrônicos,6,3038.2,Loja C
2024-02-22,Produto 592,Livros,9,3617.6,Loja B
2023-11-04,Produto 621,Alimentos,8,4337.98,Loja E
2023-05-21,Produto 479,Alimentos,7,2836.23,Loja D
2024-05-29,Produto 339,Livros,8,56.64,Loja B
2023-12-19,Produto 462,Roupas,8,780.89,Loja C
2023-09-04,Produto 825,Alimentos,7,110.24,Loja D
2023-08-31,Produto 805,Brinquedos,5,1733.05,Loja A
2023-01-06,Produto 800,Livros,9,1733.31,Loja B
2023-03-28,Produto 761,Livros,2,4548.73,Loja B
2024-05-05,Produto 750,Brinquedos,4,719.21,Loja A
2024-05-28,Produto 908,Brinquedos,6,1187.81,Loja C
2023-01-22,Produto 766,Alimentos,3,149.44,Loja C
2023-10-21,Produto 772,Roupas,9,3270.68,Loja D
2023-09-22,Produto 167,Brinquedos,5,280.25,Loja B
2023-04-13,Produto 118,Alimentos,2,1776.74,Loja B
2023-04-13,Produto 345,Brinquedos,9,2675.82,Loja A
2023-11-17,Produto 97,Roupas,9,2244.61,Loja E
2024-01-18,Produto 49,Brinquedos,9,2269.93,Loja E
2024-05-21,Produto 35,Brinquedos,9,2852.17,Loja A
2024-06-11,Produto 499,Eletrônicos,7,3867.7,Loja B
2023-03-20,Produto 203,Eletrônicos,9,1863.44,Loja B
2024-02-07,Produto 136,Alimentos,1,4338.71,Loja E
2024-01-07,Produto 52,Eletrônicos,3,2948.45,Loja A
2024-04-06,Produto 17,Eletrônicos,9,1771.45,Loja E
2023-08-18,Produto 134,Alimentos,5,981.48,Loja C
2024-03-05,Produto 30,Roupas,6,2418.85,Loja E
2024-02-01,Produto 821,Alimentos,8,3793.26,Loja C
2023-10-15,Produto 524,Eletrônicos,7,1062.1,Loja B
2023-09-03,Produto 657,Brinquedos,2,4543.77,Loja A
2023-01-14,Produto 26,Brinquedos,7,2087.54,Loja E
2023-05-25,Produto 856,Alimentos,1,2294.24,Loja B
2024-06-20,Produto 42,Brinquedos,4,4404.97,Loja A
2023-09-16,Produto 653,Livros,5,789.59,Loja C
2023-02-16,Produto 386,Eletrônicos,2,3867.05,Loja D
2024-03-23,Produto 829,Roupas,6,1965.45,Loja A
2024-01-25,Produto 445,Roupas,6,4872.61,Loja A
2023-05-28,Produto 632,Livros,9,3362.86,Loja C
2023-03-07,Produto 403,Eletrônicos,2,4752.28,Loja C
2023-08-27,Produto 408,Brinquedos,2,4459.58,Loja C
2023-05-05,Produto 51,Roupas,10,1374.06,Loja D
2024-05-21,Produto 396,Eletrônicos,1,3055.17,Loja A
2024-06-14,Produto 893,Brinquedos,8,657.8,Loja A
2023-09-20,Produto 327,Livros,10,3526.29,Loja E
2024-04-01,Produto 670,Alimentos,8,3081.13,Loja B
2024-03-25,Produto 714,Brinquedos,7,404.13,Loja B
2023-08-28,Produto 659,Roupas,4,875.29,Loja B
2023-12-22,Produto 168,Livros,10,2048.63,Loja D
2023-08-05,Produto 190,Eletrônicos,1,4333.89,Loja A
2023-12-22,Produto 65,Roupas,4,169.82,Loja B
2024-03-01,Produto 236,Alimentos,3,544.69,Loja C
2024-01-11,Produto 540,Roupas,8,2561.5,Loja D
2023-11-02,Produto 516,Brinquedos,9,4218.92,Loja A
2024-05-10,Produto 752,Roupas,4,3408.48,Loja E
2024-02-22,Produto 562,Eletrônicos,4,4136.69,Loja A
2023-11-27,Produto 376,Brinquedos,1,4763.82,Loja B
2023-10-27,Produto 644,Brinquedos,4,2534.66,Loja D
2024-05-02,Produto 954,Livros,5,1147.02,Loja B
2024-02-03,Produto 909,Brinquedos,10,2474.68,Loja C
2023-02-17,Produto 604,Brinquedos,1,1664.45,Loja B
2023-07-08,Produto 206,Brinquedos,4,3099.63,Loja B
2024-02-26,Produto 629,Roupas,8,3387.07,Loja C
2023-07-29,Produto 853,Brinquedos,8,1157.91,Loja A
2023-05-05,Produto 247,Roupas,3,1177.28,Loja C
2023-01-06,Produto 979,Alimentos,4,4016.85,Loja E
2023-09-20,Produto 369,Alimentos,7,1423.13,Loja D
2023-08-08,Produto 484,Eletrônicos,2,3255.7,Loja E
2023-08-10,Produto 674,Eletrônicos,9,4174.59,Loja D
2024-04-17,Produto 295,Alimentos,6,3938.92,Loja B
2023-05-29,Produto 703,Eletrônicos,4,1893.43,Loja D
2023-11-01,Produto 382,Livros,8,2419.27,Loja A
2023-04-21,Produto 173,Livros,4,3149.67,Loja B
2023-01-08,Produto 228,Roupas,4,3685.01,Loja C
2023-03-27,Produto 329,Alimentos,2,2217.71,Loja D
2023-07-14,Produto 628,Roupas,9,2067.92,Loja B
2023-12-25,Produto 434,Brinquedos,5,1326.51,Loja C
2023-03-07,Produto 348,Brinquedos,6,3874.67,Loja D
2024-05-18,Produto 28,Eletrônicos,10,869.91,Loja B
2023-09-03,Produto 226,Livros,4,701.53,Loja A
2023-07-29,Produto 308,Livros,6,521.4,Loja C
2023-10-19,Produto 506,Livros,8,2383.63,Loja B
2024-05-09,Produto 654,Brinquedos,4,109.2,Loja C
2023-12-21,Produto 798,Roupas,3,2292.76,Loja C
2023-01-13,Produto 332,Alimentos,4,1856.6,Loja E
2023-10-13,Produto 248,Livros,8,2542.24,Loja E
2023-08-24,Produto 948,Eletrônicos,10,3968.04,Loja B
2024-05-18,Produto 313,Brinquedos,2,1412.2,Loja A
2024-02-09,Produto 407,Roupas,2,1040.45,Loja B
2024-03-07,Produto 713,Eletrônicos,7,845.35,Loja C
2024-03-29,Produto 27,Roupas,9,2605.51,Loja C
2024-01-24,Produto 207,Roupas,5,199.94,Loja E
2023-01-30,Produto 954,Livros,2,2282.11,Loja E
2023-09-26,Produto 245,Eletrônicos,8,3764.92,Loja E
2024-01-22,Produto 484,Brinquedos,3,3195.73,Loja E
2023-12-02,Produto 889,Roupas,7,1990.51,Loja C
2024-03-18,Produto 949,Roupas,9,621.42,Loja C
2023-03-30,Produto 869,Eletrônicos,7,2306.36,Loja B
2024-04-17,Produto 51,Roupas,6,4587.94,Loja A
2023-10-29,Produto 396,Alimentos,7,3646.9,Loja B
2023-09-10,Produto 256,Livros,10,4068.43,Loja C
2024-02-14,Produto 825,Brinquedos,2,3207.7,Loja B
2024-04-23,Produto 511,Eletrônicos,10,4668.76,Loja B
2023-01-07,Produto 65,Livros,6,3496.81,Loja E
2023-04-04,Produto 395,Brinquedos,1,166.02,Loja E
2024-06-16,Produto 523,Roupas,6,1190.44,Loja B
2023-11-16,Produto 501,Eletrônicos,10,3611.26,Loja A
2023-03-12,Produto 123,Livros,2,4484.45,Loja E
2023-06-22,Produto 813,Alimentos,1,3296.33,Loja B
2023-12-30,Produto 355,Brinquedos,1,2801.41,Loja D
2023-12-19,Produto 722,Alimentos,4,4618.63,Loja E
2024-01-16,Produto 975,Livros,3,3360.5,Loja E
2023-07-29,Produto 537,Livros,3,4579.76,Loja C
2023-09-09,Produto 51,Alimentos,2,4910.77,Loja B
2024-01-31,Produto 486,Brinquedos,10,2513.82,Loja C
2023-11-02,Produto 253,Roupas,6,676.04,Loja E
2023-05-12,Produto 1,Roupas,3,244.84,Loja D
